ID,Form_ID,Cognateset_ID
1-1,1,15-a
2-1,2,15-b
3-1,3,15-c
4-1,4,15-d
13-1,13,15-d
7-1,7,15-d
7-1,7,15-d
8-1,8,15-d
13-1,13,15-d
13-1,13,15-d
13-1,13,15-d
13-1,13,15-d
13-1,13,15-d
14-1,14,15-d
15-1,15,15-d
18-1,18,15-d
17-1,17,15-d
18-1,18,15-d
19-1,19,15-e
3130-1,3130,15-e
3130-1,3130,15-e
3101-1,3101,15-e
3130-1,3130,15-e
3130-1,3130,15-e
3130-1,3130,15-e
3130-1,3130,15-e
3135-1,3135,15-e
3135-1,3135,15-e
29-1,29,15-e
3130-1,3130,15-e
3114-1,3114,15-e
3130-1,3130,15-e
3130-1,3130,15-e
3097-1,3097,15-e
3130-1,3130,15-e
3130-1,3130,15-e
37-1,37,15-e
3125-1,3125,15-e
3135-1,3135,15-e
3130-1,3130,15-e
3130-1,3130,15-e
3130-1,3130,15-e
3134-1,3134,15-e
3134-1,3134,15-e
3134-1,3134,15-e
3134-1,3134,15-e
3135-1,3135,15-e
3136-1,3136,15-e
3136-1,3136,15-e
50-1,50,15-f
3094-1,3094,15-g
3094-1,3094,15-g
3094-1,3094,15-g
3094-1,3094,15-g
3094-1,3094,15-g
3094-1,3094,15-g
3094-1,3094,15-g
3094-1,3094,15-g
59-1,59,15-h
60-1,60,NA
61-1,61,NA
62-1,62,NA
63-1,63,NA
64-1,64,NA
65-1,65,60-a
105-1,105,60-a
67-1,67,60-a
78-1,78,60-a
107-1,107,60-a
76-1,76,60-a
74-1,74,60-a
74-1,74,60-a
78-1,78,60-a
74-1,74,60-a
75-1,75,60-a
76-1,76,60-a
107-1,107,60-a
78-1,78,60-a
88-1,88,60-a
88-1,88,60-a
88-1,88,60-a
107-1,107,60-a
83-1,83,60-a
84-1,84,60-a
107-1,107,60-a
107-1,107,60-a
107-1,107,60-a
88-1,88,60-a
89-1,89,60-a
107-1,107,60-a
91-1,91,60-a
92-1,92,60-a
107-1,107,60-a
94-1,94,60-a
107-1,107,60-a
105-1,105,60-a
105-1,105,60-a
107-1,107,60-a
105-1,105,60-a
100-1,100,60-a
114-1,114,60-a
102-1,102,60-a
107-1,107,60-a
105-1,105,60-a
105-1,105,60-a
107-1,107,60-a
107-1,107,60-a
115-1,115,60-a
115-1,115,60-a
115-1,115,60-a
115-1,115,60-a
112-1,112,60-a
113-1,113,60-a
114-1,114,60-a
115-1,115,60-a
131-1,131,3-a
132-1,132,3-a
118-1,118,3-a
119-1,119,3-a
131-1,131,3-a
121-1,121,3-a
122-1,122,3-a
131-1,131,3-a
131-1,131,3-a
131-1,131,3-a
131-1,131,3-a
131-1,131,3-a
132-1,132,3-a
129-1,129,3-a
132-1,132,3-a
131-1,131,3-a
132-1,132,3-a
133-1,133,3-a
134-1,134,3-b
135-1,135,3-b
161-1,161,3-b
137-1,137,3-b
166-1,166,3-b
139-1,139,3-b
161-1,161,3-b
161-1,161,3-b
142-1,142,3-b
144-1,144,3-b
144-1,144,3-b
145-1,145,3-b
146-1,146,3-b
147-1,147,3-b
148-1,148,3-b
149-1,149,3-b
161-1,161,3-b
161-1,161,3-b
161-1,161,3-b
153-1,153,3-b
154-1,154,3-b
166-1,166,3-b
161-1,161,3-b
161-1,161,3-b
161-1,161,3-b
161-1,161,3-b
161-1,161,3-b
161-1,161,3-b
165-1,165,3-b
163-1,163,3-b
165-1,165,3-b
165-1,165,3-b
166-1,166,3-b
167-1,167,3-b
168-1,168,3-b
169-1,169,3-b
170-1,170,61-a
171-1,171,61-b
209-1,209,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
179-1,179,61-b
179-1,179,61-b
209-1,209,61-b
212-1,212,61-b
212-1,212,61-b
183-1,183,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
209-1,209,61-b
189-1,189,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
209-1,209,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
199-1,199,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
209-1,209,61-b
212-1,212,61-b
212-1,212,61-b
209-1,209,61-b
212-1,212,61-b
212-1,212,61-b
212-1,212,61-b
213-1,213,61-c
214-1,214,61-d
215-1,215,61-e
216-1,216,61-e
217-1,217,61-g
218-1,218,61-h
219-1,219,61-i
220-1,220,2-a
222-1,222,2-a
222-1,222,2-a
251-1,251,2-a
243-1,243,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
243-1,243,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
248-1,248,2-a
251-1,251,2-a
251-1,251,2-a
251-1,251,2-a
252-1,252,2-a
253-1,253,2-b
255-1,255,2-b
255-1,255,2-b
265-1,265,2-b
257-1,257,2-b
265-1,265,2-b
265-1,265,2-b
265-1,265,2-b
265-1,265,2-b
265-1,265,2-b
265-1,265,2-b
265-1,265,2-b
265-1,265,2-b
266-1,266,2-b
267-1,267,2-c
3198-1,3198,2-d
269-1,269,2-e
270-1,270,2-f
271-1,271,2-f
272-1,272,2-f
273-1,273,32-a
274-1,274,32-b
308-1,308,32-b
307-1,307,32-b
307-1,307,32-b
280-1,280,32-b
452-1,452,32-b
280-1,280,32-b
307-1,307,32-b
307-1,307,32-b
452-1,452,32-b
452-1,452,32-b
285-1,285,32-b
452-1,452,32-b
287-1,287,32-b
288-1,288,32-b
289-1,289,32-b
307-1,307,32-b
291-1,291,32-b
307-1,307,32-b
307-1,307,32-b
294-1,294,32-b
307-1,307,32-b
307-1,307,32-b
297-1,297,32-b
298-1,298,32-b
506-1,506,32-b
300-1,300,32-b
307-1,307,32-b
452-1,452,32-b
452-1,452,32-b
307-1,307,32-b
307-1,307,32-b
306-1,306,32-b
307-1,307,32-b
308-1,308,32-b
309-1,309,32-b
310-1,310,32-b
311-1,311,32-b
452-1,452,32-b
313-1,313,32-b
314-1,314,32-b
2414-1,2414,32-c
2414-1,2414,32-c
317-1,317,32-c
2426-1,2426,32-d
2428-1,2428,32-d
2420-1,2420,32-d
2428-1,2428,32-d
2428-1,2428,32-d
2428-1,2428,32-d
324-1,324,32-e
325-1,325,32-f
2445-1,2445,32-g
2443-1,2443,32-g
2445-1,2445,32-g
2445-1,2445,32-g
2447-1,2447,32-h
1071-1,1071,32-h
332-1,332,32-h
333-1,333,32-i
334-1,334,32-j
2461-1,2461,32-k
2461-1,2461,32-k
2466-1,2466,32-l
2466-1,2466,32-l
2465-1,2465,32-l
2466-1,2466,32-l
341-1,341,32-m
342-1,342,32-n
516-1,516,32-o
381-1,381,4-a
381-1,381,4-a
346-1,346,4-a
351-1,351,4-a
348-1,348,4-a
349-1,349,4-a
351-1,351,4-a
351-1,351,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
363-1,363,4-a
381-1,381,4-a
386-1,386,4-a
381-1,381,4-a
381-1,381,4-a
384-1,384,4-a
381-1,381,4-a
381-1,381,4-a
371-1,371,4-a
381-1,381,4-a
381-1,381,4-a
374-1,374,4-a
386-1,386,4-a
381-1,381,4-a
377-1,377,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
381-1,381,4-a
382-1,382,4-a
383-1,383,4-a
384-1,384,4-a
385-1,385,4-a
386-1,386,4-a
389-1,389,4-b
388-1,388,4-b
389-1,389,4-b
390-1,390,4-b
391-1,391,4-c
392-1,392,4-d
394-1,394,4-e
394-1,394,4-e
395-1,395,NA
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
401-1,401,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
433-1,433,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
3049-1,3049,63-a
2307-1,2307,63-b
3296-1,3296,63-c
3258-1,3258,63-d
3436-1,3436,63-d
3436-1,3436,63-d
3436-1,3436,63-d
446-1,446,63-d
3298-1,3298,63-e
3298-1,3298,63-e
449-1,449,NA
450-1,450,48-a
451-1,451,48-b
452-1,452,48-c
2412-1,2412,48-c
2412-1,2412,48-c
455-1,455,48-d
2414-1,2414,48-d
457-1,457,48-e
2420-1,2420,48-e
2428-1,2428,48-e
2426-1,2426,48-e
2428-1,2428,48-e
462-1,462,?
463-1,463,?
1366-1,1366,48-f
465-1,465,48-g
466-1,466,48-g
467-1,467,48-h
2460-1,2460,48-i
493-1,493,48-i
494-1,494,48-i
493-1,493,48-i
472-1,472,48-i
494-1,494,48-i
494-1,494,48-i
2457-1,2457,48-i
493-1,493,48-i
480-1,480,48-i
494-1,494,48-i
479-1,479,48-i
480-1,480,48-i
494-1,494,48-i
482-1,482,48-i
2460-1,2460,48-i
493-1,493,48-i
494-1,494,48-i
493-1,493,48-i
487-1,487,48-i
494-1,494,48-i
493-1,493,48-i
494-1,494,48-i
494-1,494,48-i
493-1,493,48-i
493-1,493,48-i
494-1,494,48-i
495-1,495,48-i
496-1,496,48-i
497-1,497,48-i
498-1,498,48-i
499-1,499,48-i
503-1,503,48-j
503-1,503,48-j
502-1,502,48-j
503-1,503,48-j
2436-1,2436,48-k
505-1,505,48-l
506-1,506,48-m
507-1,507,48-n
508-1,508,48-o
509-1,509,48-p
510-1,510,48-q
511-1,511,48-r
2466-1,2466,48-s
3589-1,3589,48-t
514-1,514,48-u
515-1,515,48-v
516-1,516,48-w
517-1,517,34-a
518-1,518,34-b
519-1,519,34-c
559-1,559,34-c
558-1,558,34-c
550-1,550,34-c
559-1,559,34-c
559-1,559,34-c
559-1,559,34-c
526-1,526,34-c
559-1,559,34-c
559-1,559,34-c
559-1,559,34-c
559-1,559,34-c
559-1,559,34-c
559-1,559,34-c
559-1,559,34-c
550-1,550,34-c
559-1,559,34-c
559-1,559,34-c
559-1,559,34-c
538-1,538,34-c
559-1,559,34-c
559-1,559,34-c
541-1,541,34-c
550-1,550,34-c
550-1,550,34-c
559-1,559,34-c
559-1,559,34-c
546-1,546,34-c
559-1,559,34-c
559-1,559,34-c
550-1,550,34-c
550-1,550,34-c
559-1,559,34-c
556-1,556,34-c
561-1,561,34-c
556-1,556,34-c
557-1,557,34-c
556-1,556,34-c
557-1,557,34-c
558-1,558,34-c
559-1,559,34-c
560-1,560,34-c
561-1,561,34-c
562-1,562,34-d
563-1,563,34-e
564-1,564,NA
565-1,565,NA
566-1,566,NA
567-1,567,NA
568-1,568,NA
569-1,569,NA
570-1,570,NA
571-1,571,NA
572-1,572,NA
573-1,573,NA
574-1,574,NA
575-1,575,NA
576-1,576,NA
577-1,577,NA
3484-1,3484,NA
579-1,579,64-a
621-1,621,64-a
3246-1,3246,64-a
3246-1,3246,64-a
583-1,583,64-a
3244-1,3244,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
621-1,621,64-a
3246-1,3246,64-a
592-1,592,64-a
621-1,621,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
600-1,600,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
605-1,605,64-a
621-1,621,64-a
621-1,621,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
3246-1,3246,64-a
618-1,618,64-a
3246-1,3246,64-a
3246-1,3246,64-a
616-1,616,64-a
621-1,621,64-a
618-1,618,64-a
619-1,619,64-a
3246-1,3246,64-a
621-1,621,64-a
622-1,622,64-b
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
628-1,628,56-a
629-1,629,56-b
3559-1,3559,56-b
3574-1,3574,56-c
633-1,633,56-c
633-1,633,56-c
634-1,634,56-d
667-1,667,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
651-1,651,56-e
652-1,652,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
659-1,659,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
3579-1,3579,56-e
667-1,667,56-e
3579-1,3579,56-e
669-1,669,56-e
670-1,670,56-e
3584-1,3584,56-f
672-1,672,56-g
673-1,673,56-h
674-1,674,56-i
675-1,675,56-j
677-1,677,56-l
677-1,677,56-l
678-1,678,56-l
679-1,679,56-m
680-1,680,56-n
1329-1,1329,NA
682-1,682,NA
683-1,683,NA
684-1,684,NA
685-1,685,NA
686-1,686,56-o
2631-1,2631,51-a
2631-1,2631,51-a
2638-1,2638,51-a
2628-1,2628,51-a
2628-1,2628,51-a
2628-1,2628,51-a
693-1,693,51-a
2631-1,2631,51-a
2631-1,2631,51-a
2628-1,2628,51-a
2638-1,2638,51-a
2638-1,2638,51-a
2628-1,2628,51-a
2628-1,2628,51-a
725-1,725,51-a
702-1,702,51-a
703-1,703,51-a
2631-1,2631,51-a
2631-1,2631,51-a
2631-1,2631,51-a
2631-1,2631,51-a
2631-1,2631,51-a
2631-1,2631,51-a
710-1,710,51-a
2615-1,2615,51-a
2631-1,2631,51-a
2631-1,2631,51-a
2631-1,2631,51-a
2631-1,2631,51-a
2631-1,2631,51-a
2631-1,2631,51-a
719-1,719,51-a
719-1,719,51-a
2638-1,2638,51-a
2638-1,2638,51-a
722-1,722,51-a
2631-1,2631,51-a
2631-1,2631,51-a
725-1,725,51-a
2631-1,2631,51-a
2631-1,2631,51-a
2639-1,2639,51-a
2639-1,2639,51-a
2639-1,2639,51-a
2639-1,2639,51-a
2628-1,2628,51-a
2638-1,2638,51-a
734-1,734,51-a
735-1,735,51-a
736-1,736,22-a
737-1,737,22-a
768-1,768,22-a
768-1,768,22-a
740-1,740,22-a
783-1,783,22-a
782-1,782,22-a
782-1,782,22-a
744-1,744,22-a
783-1,783,22-a
782-1,782,22-a
783-1,783,22-a
782-1,782,22-a
782-1,782,22-a
782-1,782,22-a
768-1,768,22-a
764-1,764,22-a
753-1,753,22-a
768-1,768,22-a
755-1,755,22-a
782-1,782,22-a
782-1,782,22-a
782-1,782,22-a
782-1,782,22-a
760-1,760,22-a
782-1,782,22-a
762-1,762,22-a
763-1,763,22-a
764-1,764,22-a
782-1,782,22-a
782-1,782,22-a
783-1,783,22-a
768-1,768,22-a
769-1,769,22-a
783-1,783,22-a
782-1,782,22-a
782-1,782,22-a
782-1,782,22-a
782-1,782,22-a
782-1,782,22-a
776-1,776,22-a
782-1,782,22-a
780-1,780,22-a
779-1,779,22-a
780-1,780,22-a
781-1,781,22-a
782-1,782,22-a
783-1,783,22-a
784-1,784,22-a
785-1,785,22-b
786-1,786,22-c
787-1,787,7-a
788-1,788,7-b
789-1,789,7-b
790-1,790,7-b
833-1,833,7-c
809-1,809,7-c
793-1,793,7-c
794-1,794,7-c
827-1,827,7-c
796-1,796,7-c
809-1,809,7-c
798-1,798,7-c
799-1,799,7-c
800-1,800,7-c
801-1,801,7-c
809-1,809,7-c
803-1,803,7-c
807-1,807,7-c
828-1,828,7-c
806-1,806,7-c
807-1,807,7-c
808-1,808,7-c
809-1,809,7-c
812-1,812,7-c
811-1,811,7-c
812-1,812,7-c
828-1,828,7-c
814-1,814,7-c
827-1,827,7-c
828-1,828,7-c
828-1,828,7-c
827-1,827,7-c
828-1,828,7-c
820-1,820,7-c
821-1,821,7-c
833-1,833,7-c
823-1,823,7-c
827-1,827,7-c
828-1,828,7-c
828-1,828,7-c
827-1,827,7-c
828-1,828,7-c
829-1,829,7-c
830-1,830,7-c
831-1,831,7-c
835-1,835,7-c
833-1,833,7-c
834-1,834,7-c
835-1,835,7-c
836-1,836,7-c
837-1,837,7-d
838-1,838,7-d
911-1,911,35-a
911-1,911,35-a
917-1,917,35-a
911-1,911,35-a
917-1,917,35-a
911-1,911,35-a
911-1,911,35-a
911-1,911,35-a
911-1,911,35-a
911-1,911,35-a
849-1,849,35-a
911-1,911,35-a
870-1,870,35-a
911-1,911,35-a
3049-1,3049,35-a
911-1,911,35-a
911-1,911,35-a
911-1,911,35-a
911-1,911,35-a
911-1,911,35-a
1043-1,1043,35-a
1043-1,1043,35-a
1043-1,1043,35-a
1043-1,1043,35-a
3049-1,3049,35-a
911-1,911,35-a
911-1,911,35-a
911-1,911,35-a
911-1,911,35-a
1043-1,1043,35-a
911-1,911,35-a
870-1,870,35-a
911-1,911,35-a
911-1,911,35-a
911-1,911,35-a
874-1,874,35-a
876-1,876,35-a
876-1,876,35-a
877-1,877,35-a
911-1,911,35-a
879-1,879,35-a
880-1,880,35-b
881-1,881,35-c
882-1,882,35-d
884-1,884,35-e
884-1,884,35-e
3044-1,3044,35-f
886-1,886,35-g
887-1,887,35-h
888-1,888,NA
889-1,889,NA
890-1,890,NA
891-1,891,NA
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
3049-1,3049,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
911-1,911,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
1043-1,1043,31-a
917-1,917,31-a
918-1,918,31-b
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
969-1,969,62-a
969-1,969,62-a
944-1,944,62-a
944-1,944,62-a
945-1,945,62-a
969-1,969,62-a
969-1,969,62-a
948-1,948,62-a
969-1,969,62-a
969-1,969,62-a
969-1,969,62-a
969-1,969,62-a
969-1,969,62-a
969-1,969,62-a
969-1,969,62-a
969-1,969,62-a
969-1,969,62-a
969-1,969,62-a
966-1,966,62-a
960-1,960,62-a
966-1,966,62-a
969-1,969,62-a
969-1,969,62-a
969-1,969,62-a
969-1,969,62-a
966-1,966,62-a
969-1,969,62-a
