ID,Form_ID,Cognateset_ID
2751-1,2751,40-c
2728-1,2728,40-c
2729-1,2729,40-c
2751-1,2751,40-c
2731-1,2731,40-c
2733-1,2733,40-c
2733-1,2733,40-c
2734-1,2734,40-c
2735-1,2735,40-c
2740-1,2740,40-c
2737-1,2737,40-c
2738-1,2738,40-c
2739-1,2739,40-c
2740-1,2740,40-c
2741-1,2741,40-c
2742-1,2742,40-c
2743-1,2743,40-c
2751-1,2751,40-c
2745-1,2745,40-c
2746-1,2746,40-c
2750-1,2750,40-c
2750-1,2750,40-c
2750-1,2750,40-c
2750-1,2750,40-c
2751-1,2751,40-c
2752-1,2752,40-c
2753-1,2753,40-c
2754-1,2754,21-a
2796-1,2796,21-b
2796-1,2796,21-b
2757-1,2757,21-b
2758-1,2758,21-b
2759-1,2759,21-b
2796-1,2796,21-b
2797-1,2797,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2775-1,2775,21-b
2796-1,2796,21-b
2797-1,2797,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2784-1,2784,21-b
2796-1,2796,21-b
2786-1,2786,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2797-1,2797,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2793-1,2793,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2796-1,2796,21-b
2797-1,2797,21-b
2798-1,2798,21-b
2799-1,2799,21-c
2800-1,2800,21-d
2801-1,2801,21-e
2802-1,2802,21-f
2803-1,2803,21-f
2804-1,2804,21-f
2809-1,2809,21-g
2809-1,2809,21-g
2809-1,2809,21-g
2809-1,2809,21-g
2809-1,2809,21-g
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2928-1,2928,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2897-1,2897,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2838-1,2838,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2954-1,2954,37-a
2846-1,2846,37-a
2954-1,2954,37-a
2848-1,2848,37-a
2954-1,2954,37-a
2850-1,2850,37-a
2851-1,2851,37-b
2852-1,2852,37-c
2866-1,2866,37-d
2854-1,2854,37-e
2855-1,2855,37-e
2856-1,2856,NA
2857-1,2857,NA
2858-1,2858,NA
2859-1,2859,NA
2860-1,2860,NA
2969-1,2969,54-a
2863-1,2863,54-a
2863-1,2863,54-a
2864-1,2864,54-b
2865-1,2865,54-c
2866-1,2866,54-d
2867-1,2867,54-e
2868-1,2868,54-f
2869-1,2869,54-f
2870-1,2870,54-g
2874-1,2874,54-h
2874-1,2874,54-h
2874-1,2874,54-h
2874-1,2874,54-h
2954-1,2954,54-i
2928-1,2928,54-i
2928-1,2928,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2891-1,2891,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2897-1,2897,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2901-1,2901,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2909-1,2909,54-i
2910-1,2910,54-i
2954-1,2954,54-i
2954-1,2954,54-i
2913-1,2913,54-i
2914-1,2914,54-i
2954-1,2954,54-i
2916-1,2916,54-j
2917-1,2917,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2925-1,2925,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2928-1,2928,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2945-1,2945,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2951-1,2951,16-a
2958-1,2958,16-a
2958-1,2958,16-a
2954-1,2954,16-a
2958-1,2958,16-a
2956-1,2956,16-a
2957-1,2957,16-a
2958-1,2958,16-a
2960-1,2960,16-b
2960-1,2960,16-b
2961-1,2961,16-b
2962-1,2962,16-b
2963-1,2963,16-c
2964-1,2964,16-d
2965-1,2965,16-e
2966-1,2966,16-e
3443-1,3443,16-e
2969-1,2969,16-e
2969-1,2969,16-e
2970-1,2970,16-e
2971-1,2971,?
2972-1,2972,11-a
2973-1,2973,11-c
2998-1,2998,11-d
2998-1,2998,11-d
2976-1,2976,11-d
2998-1,2998,11-d
2997-1,2997,11-d
2999-1,2999,11-d
2999-1,2999,11-d
2981-1,2981,11-d
2982-1,2982,11-d
2999-1,2999,11-d
2992-1,2992,11-d
2999-1,2999,11-d
2999-1,2999,11-d
2987-1,2987,11-d
2999-1,2999,11-d
2992-1,2992,11-d
2999-1,2999,11-d
2991-1,2991,11-d
2992-1,2992,11-d
2999-1,2999,11-d
2997-1,2997,11-d
2997-1,2997,11-d
2999-1,2999,11-d
2997-1,2997,11-d
2998-1,2998,11-d
2999-1,2999,11-d
3000-1,3000,11-d
3001-1,3001,11-d
3003-1,3003,11-d
3003-1,3003,11-d
3004-1,3004,11-d
3005-1,3005,11-e
3006-1,3006,11-f
3007-1,3007,11-f
3008-1,3008,11-f
3009-1,3009,NA
3010-1,3010,NA
3011-1,3011,NA
3012-1,3012,NA
3013-1,3013,NA
3014-1,3014,NA
3015-1,3015,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3046-1,3046,27-a
3023-1,3023,27-a
3044-1,3044,27-a
3044-1,3044,27-a
3046-1,3046,27-a
3027-1,3027,27-a
3028-1,3028,27-a
3047-1,3047,27-a
3030-1,3030,27-a
3044-1,3044,27-a
3044-1,3044,27-a
3036-1,3036,27-a
3046-1,3046,27-a
3044-1,3044,27-a
3036-1,3036,27-a
3046-1,3046,27-a
3038-1,3038,27-a
3046-1,3046,27-a
3040-1,3040,27-a
3046-1,3046,27-a
3046-1,3046,27-a
3046-1,3046,27-a
3044-1,3044,27-a
3046-1,3046,27-a
3046-1,3046,27-a
3047-1,3047,27-a
3048-1,3048,27-b
3049-1,3049,27-c
3050-1,3050,27-d
3052-1,3052,27-e
3052-1,3052,27-e
3054-1,3054,27-f
3054-1,3054,27-f
3055-1,3055,27-g
3056-1,3056,27-h
3059-1,3059,27-i
3058-1,3058,27-i
3059-1,3059,27-i
3060-1,3060,27-j
3061-1,3061,27-k
3083-1,3083,27-k
3063-1,3063,27-k
3064-1,3064,27-k
3083-1,3083,27-k
3083-1,3083,27-k
3083-1,3083,27-k
3068-1,3068,27-k
3083-1,3083,27-k
3083-1,3083,27-k
3084-1,3084,27-k
3083-1,3083,27-k
3084-1,3084,27-k
3083-1,3083,27-k
3075-1,3075,27-k
3083-1,3083,27-k
3083-1,3083,27-k
3083-1,3083,27-k
3083-1,3083,27-k
3083-1,3083,27-k
3082-1,3082,27-k
3082-1,3082,27-k
3083-1,3083,27-k
3084-1,3084,27-k
3085-1,3085,27-k
3086-1,3086,27-l
3087-1,3087,27-l
3088-1,3088,27-m
3089-1,3089,27-n
3090-1,3090,14-a
3091-1,3091,14-b
3092-1,3092,14-c
3093-1,3093,14-c
3094-1,3094,14-c
3130-1,3130,14-d
3130-1,3130,14-d
3097-1,3097,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3101-1,3101,14-d
3102-1,3102,14-d
3130-1,3130,14-d
3135-1,3135,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3135-1,3135,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3113-1,3113,14-d
3114-1,3114,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3118-1,3118,14-d
3119-1,3119,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3125-1,3125,14-d
3135-1,3135,14-d
3135-1,3135,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3130-1,3130,14-d
3131-1,3131,14-d
3132-1,3132,14-d
3134-1,3134,14-d
3134-1,3134,14-d
3135-1,3135,14-d
3136-1,3136,14-d
3137-1,3137,14-d
3138-1,3138,14-e
3139-1,3139,14-f
3140-1,3140,38-a
3141-1,3141,38-b
3142-1,3142,38-b
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3146-1,3146,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3150-1,3150,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3182-1,3182,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3182-1,3182,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3180-1,3180,38-c
3181-1,3181,38-c
3182-1,3182,38-c
3184-1,3184,38-c
3184-1,3184,38-c
3185-1,3185,38-c
3186-1,3186,38-d
3187-1,3187,38-e
3190-1,3190,38-e
3190-1,3190,38-e
3190-1,3190,38-e
3192-1,3192,38-f
3192-1,3192,38-f
3193-1,3193,18-a
3194-1,3194,18-b
3195-1,3195,18-c
3196-1,3196,18-d
3197-1,3197,18-e
3198-1,3198,18-f
3199-1,3199,18-f
3201-1,3201,18-f
3201-1,3201,18-f
3202-1,3202,18-f
3230-1,3230,18-g
3207-1,3207,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3207-1,3207,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3218-1,3218,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3227-1,3227,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3230-1,3230,18-g
3231-1,3231,18-g
3233-1,3233,18-h
3233-1,3233,18-h
3234-1,3234,18-i
3235-1,3235,18-i
3240-1,3240,18-i
3237-1,3237,18-i
3240-1,3240,18-i
3240-1,3240,18-i
3240-1,3240,18-i
3241-1,3241,18-j
3243-1,3243,NA
3243-1,3243,NA
3244-1,3244,19-a
3246-1,3246,19-a
3246-1,3246,19-a
3247-1,3247,19-b
3248-1,3248,19-c
3249-1,3249,19-d
3437-1,3437,19-e
3436-1,3436,19-e
3436-1,3436,19-e
3253-1,3253,19-e
3436-1,3436,19-e
3255-1,3255,19-e
3256-1,3256,19-e
3258-1,3258,19-e
3258-1,3258,19-e
3282-1,3282,19-e
3287-1,3287,19-e
3541-1,3541,19-e
3287-1,3287,19-e
3282-1,3282,19-e
3436-1,3436,19-e
3282-1,3282,19-e
3436-1,3436,19-e
3436-1,3436,19-e
3436-1,3436,19-e
3436-1,3436,19-e
3436-1,3436,19-e
3436-1,3436,19-e
3282-1,3282,19-e
3289-1,3289,19-e
3287-1,3287,19-e
3436-1,3436,19-e
3282-1,3282,19-e
3436-1,3436,19-e
3436-1,3436,19-e
3279-1,3279,19-e
3436-1,3436,19-e
3436-1,3436,19-e
3282-1,3282,19-e
3283-1,3283,19-e
3289-1,3289,19-e
3436-1,3436,19-e
3436-1,3436,19-e
3287-1,3287,19-e
3436-1,3436,19-e
3289-1,3289,19-e
3290-1,3290,19-e
3291-1,3291,19-e
3292-1,3292,19-e
3437-1,3437,19-e
3294-1,3294,19-e
3295-1,3295,19-e
3296-1,3296,19-f
3297-1,3297,19-g
3298-1,3298,19-g
3299-1,3299,19-h
3300-1,3300,44-a
3301-1,3301,44-b
3302-1,3302,44-c
3303-1,3303,44-c
3311-1,3311,44-c
3305-1,3305,44-c
3306-1,3306,44-c
3382-1,3382,44-c
3382-1,3382,44-c
3317-1,3317,44-c
3382-1,3382,44-c
3311-1,3311,44-c
3317-1,3317,44-c
3314-1,3314,44-c
3314-1,3314,44-c
3382-1,3382,44-c
3316-1,3316,44-c
3317-1,3317,44-c
3318-1,3318,44-c
3382-1,3382,44-c
3382-1,3382,44-c
3382-1,3382,44-c
3327-1,3327,44-c
3327-1,3327,44-c
3327-1,3327,44-c
3327-1,3327,44-c
3326-1,3326,44-c
3327-1,3327,44-c
3330-1,3330,44-d
3330-1,3330,44-d
3330-1,3330,44-d
3331-1,3331,44-e
3332-1,3332,44-f
3333-1,3333,44-g
3334-1,3334,44-h
3335-1,3335,44-h
3336-1,3336,44-i
3339-1,3339,44-i
3338-1,3338,44-i
3339-1,3339,44-i
3340-1,3340,44-j
3341-1,3341,44-k
3342-1,3342,44-l
3343-1,3343,44-m
3344-1,3344,44-n
3345-1,3345,NA
3405-1,3405,NA
3347-1,3347,44-o
3348-1,3348,44-p
3349-1,3349,44-p
3350-1,3350,44-p
3359-1,3359,44-p
3359-1,3359,44-p
3353-1,3353,44-p
3354-1,3354,44-p
3359-1,3359,44-p
3359-1,3359,44-p
3359-1,3359,44-p
3359-1,3359,44-p
3359-1,3359,44-p
3360-1,3360,44-p
3361-1,3361,44-p
3362-1,3362,44-p
3363-1,3363,44-q
3364-1,3364,44-r
3365-1,3365,?
3366-1,3366,?
3367-1,3367,?
3368-1,3368,?
3376-1,3376,50-a
3376-1,3376,50-a
3371-1,3371,50-a
3376-1,3376,50-a
3376-1,3376,50-a
3376-1,3376,50-a
3376-1,3376,50-a
3376-1,3376,50-a
3377-1,3377,50-a
3378-1,3378,50-b
3379-1,3379,50-c
3380-1,3380,50-d
3381-1,3381,50-f
3382-1,3382,50-g
3383-1,3383,50-h
3384-1,3384,50-h
3385-1,3385,50-h
3386-1,3386,50-h
3387-1,3387,50-h
3388-1,3388,50-i
3389-1,3389,50-i
3390-1,3390,50-i
3391-1,3391,50-i
3392-1,3392,50-i
3393-1,3393,50-i
3394-1,3394,50-i
3395-1,3395,50-i
3396-1,3396,50-j
3397-1,3397,50-k
3398-1,3398,50-l
3399-1,3399,50-l
3400-1,3400,50-m
3401-1,3401,50-m
3402-1,3402,50-m
3403-1,3403,50-n
3404-1,3404,NA
3405-1,3405,NA
3406-1,3406,50-o
3407-1,3407,50-o
3408-1,3408,50-o
3409-1,3409,50-o
3410-1,3410,50-p
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3417-1,3417,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3429-1,3429,50-q
3430-1,3430,50-q
3431-1,3431,50-q
3432-1,3432,20-a
3433-1,3433,20-a
3434-1,3434,20-a
3435-1,3435,20-b
3436-1,3436,20-c
3437-1,3437,20-c
3438-1,3438,20-d
3476-1,3476,20-e
3541-1,3541,20-e
3441-1,3441,20-e
3541-1,3541,20-e
3443-1,3443,20-e
3449-1,3449,20-e
3449-1,3449,20-e
3449-1,3449,20-e
3447-1,3447,20-e
3449-1,3449,20-e
3449-1,3449,20-e
3541-1,3541,20-e
3541-1,3541,20-e
3541-1,3541,20-e
3476-1,3476,20-e
3541-1,3541,20-e
3476-1,3476,20-e
3476-1,3476,20-e
3476-1,3476,20-e
3541-1,3541,20-e
3541-1,3541,20-e
3476-1,3476,20-e
3476-1,3476,20-e
3541-1,3541,20-e
3463-1,3463,20-e
3476-1,3476,20-e
3466-1,3466,20-e
3466-1,3466,20-e
3476-1,3476,20-e
3476-1,3476,20-e
3476-1,3476,20-e
3476-1,3476,20-e
3476-1,3476,20-e
3472-1,3472,20-e
3476-1,3476,20-e
3476-1,3476,20-e
3476-1,3476,20-e
3476-1,3476,20-e
3477-1,3477,20-e
3535-1,3535,20-f
3479-1,3479,20-g
3481-1,3481,20-h
3481-1,3481,20-h
3484-1,3484,NA
3484-1,3484,NA
3484-1,3484,NA
3485-1,3485,1-a
3486-1,3486,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3491-1,3491,1-c
3490-1,3490,1-c
3491-1,3491,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3503-1,3503,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3526-1,3526,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3522-1,3522,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3522-1,3522,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3525-1,3525,1-c
3526-1,3526,1-c
3528-1,3528,1-c
3528-1,3528,1-c
3529-1,3529,1-c
3530-1,3530,1-d
3535-1,3535,1-e
3535-1,3535,1-e
3538-1,3538,1-e
3534-1,3534,1-e
3535-1,3535,1-e
3536-1,3536,1-e
3537-1,3537,1-e
3538-1,3538,1-e
3539-1,3539,1-e
3540-1,3540,1-f
3541-1,3541,1-f
3542-1,3542,57-a
3543-1,3543,57-b
3557-1,3557,57-c
3545-1,3545,57-c
3546-1,3546,57-c
3556-1,3556,57-c
3556-1,3556,57-c
3549-1,3549,57-c
3556-1,3556,57-c
3551-1,3551,57-c
3556-1,3556,57-c
3557-1,3557,57-c
3557-1,3557,57-c
3557-1,3557,57-c
3556-1,3556,57-c
3557-1,3557,57-c
3558-1,3558,57-d
3559-1,3559,57-e
3575-1,3575,57-f
3575-1,3575,57-f
3562-1,3562,57-f
3563-1,3563,57-f
3564-1,3564,57-f
3575-1,3575,57-f
3566-1,3566,57-f
3567-1,3567,57-f
3568-1,3568,57-f
3575-1,3575,57-f
3572-1,3572,57-f
3572-1,3572,57-f
3572-1,3572,57-f
3573-1,3573,57-f
3574-1,3574,57-f
3575-1,3575,57-f
3576-1,3576,57-f
3577-1,3577,57-g
3578-1,3578,57-h
3579-1,3579,57-h
3580-1,3580,57-h
3581-1,3581,57-i
3582-1,3582,57-i
3583-1,3583,57-i
3584-1,3584,57-i
3585-1,3585,57-j
3586-1,3586,57-k
3587-1,3587,57-l
3588-1,3588,57-l
3589-1,3589,57-m
3590-1,3590,57-n
3591-1,3591,NA
3592-1,3592,NA
3593-1,3593,NA
3594-1,3594,NA
3595-1,3595,NA
3596-1,3596,NA
3597-1,3597,NA
3598-1,3598,NA
3599-1,3599,57-o
3600-1,3600,57-o
3601-1,3601,57-p
3602-1,3602,57-p
